STUHR                    ,2010,6/8/2010 0:00,,Equipment Use,586,37.32805555,-121.1711111
OREGON,2014,8/24/2014 0:00,6,Miscellaneous,580,40.738912,-122.995815
DANCE,2013,7/29/2013 0:00,37,Arson,577,41.29166667,-123.5583333
REST,2011,6/26/2011 0:00,0,Miscellaneous,575,36.859,-120.788
KYBURZ,2013,7/8/2013 0:00,7,Miscellaneous,572,38.77444444,-120.2975
ONION,2011,8/22/2011 0:00,21,Lightning,560,41.13527778,-122.9766667
MDF DG GULCH 2,2014,7/3/2014 0:00,6,Railroad,556,41.47138889,-120.9369444
CALIENTE,2011,9/10/2011 0:00,0,Lightning,552,35.2689,-118.6525
WARD,2012,9/11/2012 0:00,4,Miscellaneous,550,41.08138889,-122.3263889
ANZA,2015,8/10/2015 0:00,2,Miscellaneous,550,33.55722222,-116.555
FLYNN,2011,7/21/2011 0:00,,Arson,545,37.688333,-121.615
WINDY POINT,2011,9/24/2011 0:00,2,Miscellaneous,541,33.87305556,-116.5908333
MILL 3,2013,6/28/2013 0:00,3,Arson,534,34.055406,-117.068987
FIVEMILE,2012,6/8/2012 0:00,1,Equipment Use,525,34.53111111,-118.6508333
BODFISH,2010,7/15/2010 0:00,5,Lightning,522,35.55,-118.505833
FOREST,2012,7/21/2012 0:00,,Equipment Use,520,38.817685,-122.206996
GORGONIO,2013,5/4/2013 0:00,1,Missing/Undefined,510,33.90092,-116.86553
VAN DYKE,2015,2/6/2015 0:00,7,Miscellaneous,509,38.2153,-119.2333
KNOXVILLE,2011,8/13/2011 0:00,,Missing/Undefined,506,38.724,-122.276
SKINNER                  ,2010,7/15/2010 0:00,,Lightning,503,33.63888888,-116.9880556
7-Mar,2013,7/3/2013 0:00,1,Miscellaneous,502,41.241383,-121.035
FLYNN,2011,7/14/2011 0:00,,Equipment Use,500,37.706111,-121.643333
LOOP,2014,6/30/2014 0:00,,Missing/Undefined,500,35.9646,-121.2787
SKY,2015,6/18/2015 0:00,,Missing/Undefined,500,37.3855,-119.6087
SPANISH,2011,7/1/2011 0:00,,Equipment Use,498,40.184817,-124.25805
VISTA,2012,8/20/2012 0:00,1,Missing/Undefined,496,33.63872,-117.05356
KIRKER,2013,7/1/2013 0:00,0,Miscellaneous,492,37.970333,-121.921833
BRANCH,2013,6/1/2013 0:00,0,Miscellaneous,490,35.16944444,-120.0422222
ROMERO,2011,7/23/2011 0:00,,Missing/Undefined,489,37.083611,-121.101389
LONG,2011,9/13/2011 0:00,22,Lightning,483,38.75277778,-120.2008333
ROLLING,2013,6/16/2013 0:00,2,Miscellaneous,480,37.01745,-119.7939
VALLEY,2014,6/6/2014 0:00,2,Equipment Use,480,37.600389,-120.191168
DIABLO                   ,2010,6/18/2010 0:00,,Miscellaneous,475,37.79,-121.605
HARPER,2011,9/10/2011 0:00,2,Lightning,465,35.3881,-118.5225
I5 WX,2010,6/6/2010 0:00,0,Miscellaneous,462,36.943708,-120.903678
LEGRAND,2010,6/5/2010 0:00,0,Miscellaneous,462,37.287216,-120.243087
BUCKHORN,2010,8/8/2010 0:00,114,Lightning,460,37.5444444,-119.213056
DOBIE,2014,7/1/2014 0:00,1,Lightning,456,41.78305556,-121.3494444
SOUTH COMPLEX,2012,8/10/2012 0:00,5,Lightning,453,36.5244,-117.5506
KELLER,2011,8/29/2011 0:00,,Equipment Use,450,33.6125,-117.130278
WATER,2013,7/23/2013 0:00,2,Missing/Undefined,450,35.0847,-118.9744
RIVER,2013,9/10/2013 0:00,2,Miscellaneous,439,35.46388889,-118.7544444
,2014,5/14/2014 0:00,2,Missing/Undefined,438,33.314267,-117.154967
BASELINE                 ,2010,8/20/2010 0:00,,Miscellaneous,434,38.75194444,-121.3930556
BILLY,2012,5/31/2012 0:00,0,Powerline,434,37.02015,-120.990633
FREMONT,2013,5/26/2013 0:00,2,Missing/Undefined,432,37.29527778,-120.9233333
TRIPLE 3,2015,7/21/2015 0:00,5,Miscellaneous,430,36.08787,-118.816699
GUN CLUB,2014,7/24/2014 0:00,1,Miscellaneous,422,37.231241,-120.905422
BORDER 9,2011,6/20/2011 0:00,2,Campfire,420,32.622659,-116.082972
LASSEN,2012,6/12/2012 0:00,,Missing/Undefined,418,36.255348,-120.103598
TENAYA,2015,9/7/2015 0:00,8,Lightning,415,37.76818,-119.57735
GOBBLERS,2013,8/19/2013 0:00,71,Lightning,413,34.31916667,-117.6133333
RIVER,2013,2/24/2013 0:00,5,Missing/Undefined,407,36.601333,-118.034833
BLACK,2014,9/13/2014 0:00,4,Equipment Use,403,39.25505,-123.126017
