NWCG_REPORTING_UNIT_NAME,DURATION,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE
Tehama-Glenn Unit,0,Miscellaneous,10,39.995376,-122.303567
Sonoma-Lake Napa Unit,,Miscellaneous,1,38.38038,-122.931262
Sonoma-Lake Napa Unit,,Equipment Use,0.1,39.129492,-122.85053
San Mateo-Santa Cruz Unit,0,Arson,0.1,37.138431,-122.143182
Butte Unit,0,Debris Burning,0.1,39.848325,-121.595358
San Luis Obispo Unit,,Equipment Use,0.01,35.683165,-120.697515
Tehama-Glenn Unit,0,Children,0.08,40.085961,-122.173912
Humboldt-Del Norte Unit,0,Miscellaneous,0.1,40.646667,-124.219333
Sonoma-Lake Napa Unit,0,Miscellaneous,0.12,38.172285,-122.513636
Sonoma-Lake Napa Unit,,Miscellaneous,0.01,38.69824,-122.78239
Santa Clara Unit,0,Missing/Undefined,0.5,36.942533,-121.5526
San Luis Obispo Unit,0,Miscellaneous,0.1,35.317022,-120.621168
Klamath National Forest,0,Arson,0.1,41.61055556,-123.4997222
Los Padres National Forest,0,Lightning,0.25,34.77694444,-118.9886111
Shasta-Trinity National Forest,0,Debris Burning,0.1,40.43166667,-123.2069444
Inyo National Forest,,Miscellaneous,0.1,37.60805556,-119.0336111
Plumas National Forest,0,Miscellaneous,0.3,40.15027778,-120.95
Plumas National Forest,7,Miscellaneous,1045,39.51916667,-121.3386111
Point Reyes National Seashore,0,Powerline,0.1,38.1475,-122.92
Mendocino Unit,0,Miscellaneous,0.45,39.833208,-123.631965
Merced-Mariposa Unit,0,Miscellaneous,2,37.339018,-120.522469
Sonoma-Lake Napa Unit,,Missing/Undefined,0.01,38.15096,-122.44941
Sonoma-Lake Napa Unit,,Miscellaneous,0.5,38.4858,-122.8481
San Mateo-Santa Cruz Unit,,Equipment Use,0.01,37.581312,-122.361114
Amador-El Dorado Unit,0,Miscellaneous,0.01,38.444381,-120.709666
Siskiyou Unit,0,Miscellaneous,0.01,41.50209,-122.41098
Nevada-Yuba-Placer Unit,0,Miscellaneous,0.01,38.818545,-121.08933
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.01,39.318592,-120.4424
San Benito-Monterey Unit,0,Missing/Undefined,0.25,36.81167,-121.34589
Sonoma-Lake Napa Unit,,Miscellaneous,0.01,38.4846,-122.84855
Butte Unit,0,Debris Burning,0.5,39.701869,-121.790108
Sonoma-Lake Napa Unit,,Miscellaneous,0.75,38.205384,-122.68345
Shasta-Trinity Unit,0,Equipment Use,109,40.47003,-122.526992
Ventura County Fire Department,,Equipment Use,0.21,34.566666,-118.85
Marin County Fire Department,,Missing/Undefined,1,38.066666,-122.833333
Butte Unit,6,Arson,2,39.507366,-121.358559
Santa Clara Unit,0,Missing/Undefined,3,37.046583,-121.286333
Los Padres National Forest,0,Lightning,0.1,34.82805556,-119.1991667
Lake Tahoe Basin Management Unit,0,Miscellaneous,0.1,38.79444444,-120.0036111
Six Rivers National Forest,,Miscellaneous,1,40.31416667,-123.3580556
Plumas National Forest,0,Miscellaneous,0.1,39.85527778,-121.3888889
Central California Agency,0,Equipment Use,0.1,39.793808,-123.245814
Central California District,12,Equipment Use,28,38.1572,-119.219703
Butte Unit,0,Debris Burning,0.01,39.645968,-121.779619
Merced-Mariposa Unit,0,Missing/Undefined,0.3,37.323053,-120.54098
Merced-Mariposa Unit,0,Missing/Undefined,0.1,36.97456,-120.04455
San Mateo-Santa Cruz Unit,,Equipment Use,0.01,37.545852,-122.363866
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.01,39.178973,-120.854426
Nevada-Yuba-Placer Unit,0,Miscellaneous,0.16,39.123135,-121.075484
Fresno-Kings Unit,,Debris Burning,0.25,36.770144,-120.377679
Monte Vista Unit,,Missing/Undefined,0.1,33.067045,-116.984474
Merced-Mariposa Unit,,Arson,0.1,37.488848,-119.966419
Amador-El Dorado Unit,0,Miscellaneous,0.25,38.60028,-120.673632
San Bernardino Unit,0,Miscellaneous,0.5,36.487483,-117.874333
Amador-El Dorado Unit,0,Arson,2,38.621067,-120.615033
Tuolumne-Calaveras Unit,,Missing/Undefined,0.25,37.63578247,-120.7631253
Mendocino Unit,0,Debris Burning,0.01,39.435492,-123.386587
Kern County Fire Department,,Missing/Undefined,0.12,34.866666,-118.083333
Butte Unit,0,Miscellaneous,0.01,39.678667,-121.583
Sonoma-Lake Napa Unit,,Missing/Undefined,76067,38.843988,-122.759707
Kern County Fire Department,,Missing/Undefined,0.12,34.883333,-118.1
Tuolumne-Calaveras Unit,,Missing/Undefined,2,38.048577,-120.31309
Inyo National Forest,,Lightning,0.1,37.5325,-118.7238889
Los Padres National Forest,0,Miscellaneous,0.1,34.48222222,-119.7730556
Tahoe National Forest,0,Miscellaneous,0.1,39.30944444,-120.5922222
Tahoe National Forest,1,Campfire,0.5,39.45527778,-120.6122222
Tahoe National Forest,0,Campfire,0.1,39.53333333,-120.5333333
Angeles National Forest,0,Miscellaneous,0.1,34.51666667,-118.5888889
Klamath National Forest,0,Debris Burning,0.48,41.80833333,-123.3858333
Los Padres National Forest,0,Equipment Use,0.1,34.82333333,-118.9397222
Tahoe National Forest,0,Miscellaneous,0.1,39.27833333,-120.1997222
California Desert District,0,Campfire,0.1,34.07142,-116.39108
Hoopa Valley Tribe,0,Arson,0.1,41.0586,-123.6761
Hoopa Valley Tribe,0,Arson,0.1,41.0586,-123.6761
Carson City District Office,0,Smoking,0.3,38.7494,-119.7858
Amador-El Dorado Unit,0,Miscellaneous,6,38.897399,-120.891224
Amador-El Dorado Unit,0,Missing/Undefined,0.1,38.778708,-120.598493
Monte Vista Unit,,Missing/Undefined,0.05,33.322012,-117.171399
Sonoma-Lake Napa Unit,,Missing/Undefined,0.01,38.07638,-122.155511
Monte Vista Unit,,Missing/Undefined,0.05,33.322012,-117.171399
Merced-Mariposa Unit,0,Arson,0.2,37.230787,-120.24922
Butte Unit,0,Debris Burning,0.01,39.463221,-121.515907
San Mateo-Santa Cruz Unit,0,Missing/Undefined,0.1,37.552583,-122.37755
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.1,38.728819,-121.374573
Merced-Mariposa Unit,,Children,13,37.290027,-119.63977
Fresno-Kings Unit,0,Children,0.1,36.760075,-120.382056
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.01,39.324732,-121.399108
Nevada-Yuba-Placer Unit,0,Miscellaneous,5.25,38.979035,-121.382584
Marin County Fire Department,,Missing/Undefined,0.1,38.11127237,-122.8671058
Tuolumne-Calaveras Unit,0,Miscellaneous,2,37.698565,-120.425045
Santa Barbara County Fire Department,,Missing/Undefined,0.01,34.8,-120.166666
Sonoma-Lake Napa Unit,,Missing/Undefined,3,38.591101,-123.198927
Tuolumne-Calaveras Unit,0,Missing/Undefined,4.9,37.701782,-120.467528
Northern California District,1,Debris Burning,5,39.9711,-120.0164
Amador-El Dorado Unit,0,Miscellaneous,0.68,38.783833,-120.72955
Riverside Unit,0,Debris Burning,0.01,34.003098,-117.069724
Amador-El Dorado Unit,0,Arson,0.5,38.6915,-120.986667
Butte Unit,0,Arson,0.25,39.438406,-121.545318
Merced-Mariposa Unit,,Debris Burning,0.1,37.166944,-119.639722
Butte Unit,0,Arson,0.01,39.459,-121.531446
Riverside Unit,0,Miscellaneous,0.01,33.768754,-116.73081
Merced-Mariposa Unit,,Miscellaneous,2,37.607401,-120.282503
Amador-El Dorado Unit,0,Missing/Undefined,0.5,38.293861,-120.933287
Shasta-Trinity Unit,0,Miscellaneous,0.01,40.503,-121.80715
Nevada-Yuba-Placer Unit,0,Arson,8.3,39.216822,-121.050329
Sonoma-Lake Napa Unit,,Miscellaneous,4.5,38.459809,-122.055657
Shasta-Trinity Unit,0,Debris Burning,0.01,40.470968,-122.44809
Mendocino Unit,0,Debris Burning,0.1,39.635046,-123.782843
Tahoe National Forest,0,Arson,0.1,39.31333333,-120.5858333
Tahoe National Forest,0,Arson,0.1,39.31361111,-120.5966667
California Desert District,0,Lightning,0.1,35.6236,-117.5917
Humboldt-Del Norte Unit,0,Equipment Use,0.1,40.571283,-124.051467
Amador-El Dorado Unit,0,Children,0.05,38.712483,-120.844183
Amador-El Dorado Unit,1,Miscellaneous,0.25,38.482359,-121.043663
Sonoma-Lake Napa Unit,,Missing/Undefined,0.01,38.3792,-121.943109
Mendocino Unit,0,Miscellaneous,0.01,39.375611,-123.688948
Fresno-Kings Unit,0,Miscellaneous,0.5,36.590536,-119.568453
Fresno-Kings Unit,0,Arson,0.01,36.758215,-120.378058
Butte Unit,0,Debris Burning,0.02,39.334273,-121.681332
Sonoma-Lake Napa Unit,,Missing/Undefined,0.01,38.352778,-121.964666
Humboldt-Del Norte Unit,0,Debris Burning,100,40.21405,-123.7862
Sonoma-Lake Napa Unit,,Arson,0.14,38.959325,-122.730932
Mendocino Unit,0,Miscellaneous,0.01,39.305309,-123.79727
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.05,39.215387,-120.092198
Santa Clara Unit,,Missing/Undefined,1,37.460631,-121.126005
Sequoia National Forest,1,Miscellaneous,2,36.15222222,-118.7358333
Angeles National Forest,0,Miscellaneous,0.1,34.42944444,-118.3555556
Hoopa Valley Tribe,0,Arson,0.3,41.0833,-123.6939
Hoopa Valley Tribe,0,Arson,0.1,41.1014,-123.6908
Mendocino Unit,0,Debris Burning,0.01,39.556042,-123.505682
San Bernardino Unit,,Smoking,0.1,37.1736,-118.294833
Santa Clara Unit,0,Miscellaneous,0.01,37.119583,-121.586467
Riverside Unit,0,Miscellaneous,0.75,33.976896,-117.106481
San Benito-Monterey Unit,0,Missing/Undefined,0.01,36.43413,-121.312392
Merced-Mariposa Unit,0,Miscellaneous,0.01,37.374583,-120.595527
San Mateo-Santa Cruz Unit,,Missing/Undefined,0.01,37.042555,-122.027205
Merced-Mariposa Unit,0,Missing/Undefined,0.01,36.94537,-120.01943
Tuolumne-Calaveras Unit,0,Miscellaneous,1,38.026595,-120.405912
San Bernardino National Forest,,Equipment Use,0.1,34.34972222,-117.4466667
San Bernardino National Forest,0,Campfire,0.1,33.79638889,-116.7766667
Hoopa Valley Tribe,0,Arson,0.1,41.0967,-123.7022
Redwood National Park,0,Arson,0.1,41.2831,-124.0914
Butte Unit,0,Miscellaneous,0.5,39.498036,-121.586308
Siskiyou Unit,0,Debris Burning,0.5,41.999883,-122.630733
Riverside Unit,0,Missing/Undefined,1,33.545429,-114.569236
Santa Clara Unit,0,Miscellaneous,0.75,37.3251,-121.110583
Sonoma-Lake Napa Unit,,Missing/Undefined,0.01,38.362958,-121.977149
Sonoma-Lake Napa Unit,,Debris Burning,0.01,38.364393,-122.284903
Mendocino Unit,0,Debris Burning,0.01,39.673183,-123.50683
Sonoma-Lake Napa Unit,,Missing/Undefined,0.01,38.344998,-121.947993
Riverside Unit,0,Missing/Undefined,1,33.769278,-116.958774
Merced-Mariposa Unit,0,Missing/Undefined,0.1,37.03256,-120.617563
Sonoma-Lake Napa Unit,,Debris Burning,0.01,38.554682,-123.263279
Santa Clara Unit,0,Miscellaneous,1,37.069333,-121.609333
Riverside Unit,0,Smoking,2,33.674726,-116.146539
Merced-Mariposa Unit,0,Missing/Undefined,0.1,37.03256,-120.617563
San Mateo-Santa Cruz Unit,0,Arson,0.25,37.111933,-121.911117
Nevada-Yuba-Placer Unit,0,Equipment Use,4.5,39.006808,-121.283965
Tehama-Glenn Unit,,Arson,16,40.083889,-122.216944
Amador-El Dorado Unit,0,Missing/Undefined,0.09,38.712666,-120.841402
Santa Clara Unit,0,Equipment Use,1,37.205833,-121.953167
Shasta-Trinity National Forest,0,Campfire,0.1,41.35638889,-122.2366667
Lake Tahoe Basin Management Unit,1,Campfire,0.1,38.85305556,-120.1111111
Los Padres National Forest,0,Miscellaneous,0.1,34.38333333,-119.3502778
California Desert District,0,Missing/Undefined,0.1,35.0753,-117.2142
San Mateo-Santa Cruz Unit,0,Miscellaneous,0.1,36.962154,-122.084486
San Luis Obispo Unit,0,Smoking,0.01,35.067854,-120.512456
Amador-El Dorado Unit,0,Equipment Use,0.1,38.683007,-120.846742
Fresno-Kings Unit,,Missing/Undefined,0.01,36.820488,-119.380044
Tehama-Glenn Unit,0,Arson,0.01,40.013857,-122.402296
Riverside Unit,0,Missing/Undefined,1,33.50994,-115.9171
Riverside Unit,0,Missing/Undefined,0.5,33.527304,-115.941505
Nevada-Yuba-Placer Unit,0,Equipment Use,0.25,39.242458,-121.502798
Riverside Unit,0,Arson,0.1,33.703089,-116.176992
Siskiyou Unit,0,Missing/Undefined,1.8,41.641733,-122.9994
Butte Unit,0,Missing/Undefined,0.02,39.363316,-121.676225
San Mateo-Santa Cruz Unit,0,Missing/Undefined,0.12,37.081146,-121.945742
Nevada-Yuba-Placer Unit,0,Debris Burning,0.01,39.366538,-120.077161
Tuolumne-Calaveras Unit,0,Miscellaneous,1.5,37.879551,-120.457313
Nevada-Yuba-Placer Unit,0,Miscellaneous,0.25,39.343083,-121.335545
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.1,38.891167,-121.282483
Riverside Unit,0,Missing/Undefined,0.5,33.52933,-115.944071
San Luis Obispo Unit,,Equipment Use,0.1,35.588772,-120.552715
Tahoe National Forest,0,Equipment Use,0.1,39.49361111,-120.2891667
Angeles National Forest,0,Equipment Use,0.1,34.30666667,-118.3458333
Lassen National Forest,3,Campfire,0.1,40.70111111,-121.6011111
Northern California District,0,Missing/Undefined,0.3,41.860803,-120.146219
Santa Monica Mountains National Recreation Area,0,Missing/Undefined,0.5,34.0508,-118.6456
Riverside Unit,0,Missing/Undefined,0.1,33.723825,-116.222002
San Luis Obispo Unit,0,Miscellaneous,0.01,35.37054,-120.640901
Sonoma-Lake Napa Unit,,Miscellaneous,0.75,38.570486,-122.774488
Nevada-Yuba-Placer Unit,0,Equipment Use,0.01,38.833287,-121.168181
Monte Vista Unit,,Children,0.01,33.301261,-116.942994
Riverside Unit,0,Missing/Undefined,0.1,33.707444,-116.266315
Fresno-Kings Unit,,Miscellaneous,1,37.023283,-119.500191
Merced-Mariposa Unit,0,Miscellaneous,7.7,37.083636,-121.101557
Santa Clara Unit,0,Debris Burning,1,37.056333,-121.572
San Luis Obispo Unit,0,Miscellaneous,0.01,35.075681,-120.521222
Merced-Mariposa Unit,0,Missing/Undefined,0.1,36.96949,-120.056249
Riverside Unit,,Missing/Undefined,1,33.50994,-115.9171
Fresno-Kings Unit,,Miscellaneous,0.25,36.680606,-119.735942
Sonoma-Lake Napa Unit,,Debris Burning,0.01,38.52432,-122.983033
Amador-El Dorado Unit,0,Miscellaneous,0.01,38.899637,-120.834008
San Benito-Monterey Unit,8,Missing/Undefined,1100,36.391049,-121.595123
Klamath National Forest,0,Equipment Use,13.7,41.64388889,-122.0305556
Tahoe National Forest,0,Campfire,0.5,39.66222222,-120.4538889
Stanislaus National Forest,0,Campfire,0.5,38.485,-120.0886111
Tahoe National Forest,0,Miscellaneous,0.1,39.56583333,-120.6361111
Central California District,1,Equipment Use,56,36.570633,-121.749533
Merced-Mariposa Unit,0,Arson,1,37.287913,-120.306713
San Mateo-Santa Cruz Unit,,Missing/Undefined,0.01,37.766285,-122.443087
San Mateo-Santa Cruz Unit,,Children,0.1,37.50728,-122.292955
Merced-Mariposa Unit,0,Equipment Use,2.4,37.167389,-119.647994
Fresno-Kings Unit,,Debris Burning,0.01,36.43706,-120.393699
Amador-El Dorado Unit,0,Miscellaneous,0.5,38.706053,-120.830154
Nevada-Yuba-Placer Unit,0,Miscellaneous,0.01,38.917241,-121.053123
San Mateo-Santa Cruz Unit,0,Miscellaneous,0.12,37.00536,-121.8773
Butte Unit,0,Missing/Undefined,0.1,39.422298,-121.523266
Riverside Unit,0,Miscellaneous,0.01,33.485638,-117.144126
Merced-Mariposa Unit,0,Missing/Undefined,0.1,37.032686,-120.635554
Sonoma-Lake Napa Unit,0,Miscellaneous,1,38.217092,-122.253135
Siskiyou Unit,0,Miscellaneous,0.1,41.1994,-122.275533
Amador-El Dorado Unit,0,Missing/Undefined,0.5,38.575156,-120.70986
Butte Unit,0,Miscellaneous,0.25,39.86515,-121.65925
Nevada-Yuba-Placer Unit,0,Equipment Use,0.25,39.221814,-121.510819
San Luis Obispo Unit,0,Miscellaneous,25,35.540459,-121.01069
Lassen-Modoc Unit,0,Missing/Undefined,0.19,41.46095,-120.912417
Hoopa Valley Tribe,0,Arson,0.5,41.0522,-123.6858
Round Valley Tribe,0,Equipment Use,0.3,39.7972,-123.2667
Yosemite National Park,0,Miscellaneous,0.1,37.73735,-119.5643
Tuolumne-Calaveras Unit,0,Miscellaneous,2,38.118697,-120.691039
Santa Clara Unit,0,Miscellaneous,0.01,37.793583,-121.835367
Humboldt-Del Norte Unit,0,Miscellaneous,1,40.478333,-123.772167
Sonoma-Lake Napa Unit,,Missing/Undefined,1,38.759133,-122.975703
Amador-El Dorado Unit,0,Miscellaneous,0.5,38.658218,-121.039422
Riverside Unit,0,Missing/Undefined,1,33.725784,-116.225809
Riverside Unit,0,Debris Burning,0.1,33.816579,-116.214076
Nevada-Yuba-Placer Unit,0,Equipment Use,30.5,39.081137,-121.202199
San Mateo-Santa Cruz Unit,0,Miscellaneous,1,36.978017,-121.81635
San Luis Obispo Unit,0,Miscellaneous,3,35.36615,-120.059364
Amador-El Dorado Unit,0,Miscellaneous,2.89,38.714636,-121.049799
Santa Clara Unit,,Miscellaneous,2,37.017533,-121.719217
Sonoma-Lake Napa Unit,0,Missing/Undefined,0.75,38.700613,-122.830921
Stanislaus National Forest,0,Miscellaneous,0.25,38.10583333,-120.2336111
Stanislaus National Forest,1,Equipment Use,0.01,37.875,-119.8625
Eldorado National Forest,,Miscellaneous,0.1,38.80138889,-120.1194444
Plumas National Forest,2,Miscellaneous,3,39.75166667,-121.3208333
Yosemite National Park,0,Miscellaneous,0.1,37.72272,-119.63493
Merced-Mariposa Unit,0,Arson,0.12,37.03934,-119.78111
Fresno-Kings Unit,0,Arson,0.02,37.031981,-119.527286
Butte Unit,0,Equipment Use,0.98,39.712746,-121.662791
Merced-Mariposa Unit,0,Missing/Undefined,0.75,37.127289,-120.202128
Fresno-Kings Unit,,Arson,0.1,37.058064,-119.473786
Merced-Mariposa Unit,0,Arson,0.01,37.18982,-119.503644
Sonoma-Lake Napa Unit,,Missing/Undefined,0.01,38.369802,-121.958182
Humboldt-Del Norte Unit,0,Missing/Undefined,0.3,40.046667,-123.577167
Mendocino Unit,0,Equipment Use,0.2,39.426217,-123.537233
Butte Unit,0,Debris Burning,0.15,39.33396,-121.697404
Tuolumne-Calaveras Unit,0,Missing/Undefined,0.02,37.967487,-120.398696
Fresno-Kings Unit,,Arson,0.54,37.118092,-119.507084
Merced-Mariposa Unit,0,Missing/Undefined,0.2,37.393143,-120.736662
Merced-Mariposa Unit,0,Arson,6.6,37.178981,-119.629263
Tuolumne-Calaveras Unit,0,Missing/Undefined,3.02,38.003684,-120.26927
Sonoma-Lake Napa Unit,,Missing/Undefined,0.01,38.346908,-122.267426
Sonoma-Lake Napa Unit,,Missing/Undefined,0.01,38.706541,-122.068733
Riverside Unit,0,Children,0.01,33.711585,-117.299117
Merced-Mariposa Unit,0,Arson,0.2,37.1202,-119.70126
Southern California Agency,0,Children,1,33.933781,-116.818767
Butte Unit,0,Missing/Undefined,0.25,39.464076,-121.857546
Merced-Mariposa Unit,0,Miscellaneous,0.05,37.08653,-120.212586
Sonoma-Lake Napa Unit,,Miscellaneous,0.06,38.362671,-122.558081
Humboldt-Del Norte Unit,0,Miscellaneous,0.1,41.802833,-124.136583
San Mateo-Santa Cruz Unit,0,Missing/Undefined,0.6,37.183717,-122.105633
Fresno-Kings Unit,,Debris Burning,0.1,36.792798,-119.695634
San Mateo-Santa Cruz Unit,0,Missing/Undefined,0.1,37.00535,-122.05945
Merced-Mariposa Unit,0,Smoking,0.01,36.977842,-120.635588
Santa Clara Unit,0,Missing/Undefined,0.1,37.436083,-121.819683
Riverside Unit,0,Arson,0.25,33.677059,-117.373345
Fresno-Kings Unit,,Miscellaneous,0.01,36.77791,-120.721098
Merced-Mariposa Unit,0,Missing/Undefined,0.5,37.141804,-120.274384
Fresno-Kings Unit,,Debris Burning,0.01,36.952441,-120.530519
Fresno-Kings Unit,,Missing/Undefined,0.1,36.720011,-119.727461
Nevada-Yuba-Placer Unit,1,Missing/Undefined,3.5,39.283683,-120.683283
Shasta-Trinity National Forest,0,Campfire,0.1,41.24333333,-122.3830556
Lake Tahoe Basin Management Unit,,Miscellaneous,0.2,38.94388889,-119.9441667
Eldorado National Forest,,Miscellaneous,0.1,38.89611111,-120.4080556
San Joaquin River National Wildlife Refuge,0,Missing/Undefined,0.1,37.193556,-120.84175
Sonoma-Lake Napa Unit,,Miscellaneous,0.1,38.664853,-123.315075
Riverside Unit,0,Arson,0.2,33.940152,-117.222629
Amador-El Dorado Unit,0,Missing/Undefined,6.24,38.464121,-121.043423
Riverside Unit,0,Arson,0.2,33.94094,-117.231479
San Mateo-Santa Cruz Unit,0,Missing/Undefined,0.01,37.38607,-122.4052
Nevada-Yuba-Placer Unit,0,Miscellaneous,0.25,39.351346,-121.24506
Tulare Unit,0,Arson,12.4,36.412229,-118.928299
Butte Unit,0,Debris Burning,0.5,39.377918,-121.687899
Tehama-Glenn Unit,0,Missing/Undefined,0.74,39.922869,-122.352989
Sonoma-Lake Napa Unit,,Smoking,0.01,38.070687,-122.120923
Fresno-Kings Unit,,Debris Burning,0.1,36.603642,-119.369709
Riverside Unit,0,Missing/Undefined,1,33.711551,-117.299913
Butte Unit,0,Miscellaneous,0.01,39.756357,-121.572308
Tulare Unit,0,Missing/Undefined,0.25,36.388998,-118.945567
Humboldt-Del Norte Unit,0,Arson,0.01,41.753233,-124.184717
Sequoia National Forest,1,Miscellaneous,0.3,35.80138889,-118.5811111
Angeles National Forest,0,Equipment Use,0.1,34.29444444,-118.3980556
Cleveland National Forest,0,Debris Burning,0.1,33.3275,-116.8952778
Eldorado National Forest,,Equipment Use,0.1,38.92944444,-120.7619444
Plumas National Forest,0,Miscellaneous,0.5,39.49611111,-121.1769444
Hoopa Valley Tribe,0,Arson,0.1,41.0772,-123.6889
Hoopa Valley Tribe,0,Arson,0.1,41.0872,-123.6908
Northern California Agency,4,Debris Burning,0.1,41.5425,-120.453811
Siskiyou Unit,0,Debris Burning,0.01,41.899133,-122.483833
Merced-Mariposa Unit,0,Equipment Use,0.1,37.122475,-121.015254
Nevada-Yuba-Placer Unit,0,Arson,1,39.280812,-121.194033
Merced-Mariposa Unit,0,Miscellaneous,0.1,37.302097,-120.614846
Nevada-Yuba-Placer Unit,0,Miscellaneous,0.07,39.1046,-120.95045
Riverside Unit,0,Missing/Undefined,0.01,33.757921,-116.302714
Siskiyou Unit,,Miscellaneous,0.01,41.316666,-122.316666
Mendocino Unit,0,Missing/Undefined,0.1,39.430768,-123.266456
Merced-Mariposa Unit,0,Miscellaneous,84,37.229955,-120.670398
Tuolumne-Calaveras Unit,0,Equipment Use,0.1,38.157967,-120.948051
Merced-Mariposa Unit,0,Miscellaneous,0.1,37.302308,-120.574942
Humboldt-Del Norte Unit,0,Missing/Undefined,0.47,40.923633,-123.803567
Amador-El Dorado Unit,0,Missing/Undefined,0.01,38.693504,-120.989775
Amador-El Dorado Unit,,Miscellaneous,1,38.71696895,-120.7684607
Nevada-Yuba-Placer Unit,0,Missing/Undefined,6,39.080944,-120.968212
Plumas National Forest,0,Miscellaneous,1.8,40.16138889,-120.79
Shasta-Trinity National Forest,2,Campfire,0.1,41.03638889,-122.7988889
Lake Tahoe Basin Management Unit,1,Campfire,0.1,38.94972222,-120.1152778
California Desert District,0,Equipment Use,0.1,35.4606,-115.6256
Hoopa Valley Tribe,0,Arson,0.3,41.0828,-123.6914
Hoopa Valley Tribe,0,Arson,0.3,41.0444,-123.6692
Hoopa Valley Tribe,0,Arson,0.1,41.035,-123.6633
Hoopa Valley Tribe,0,Arson,0.1,41.0647,-123.6839
Humboldt-Del Norte Unit,0,Missing/Undefined,1,40.608167,-123.579333
Tuolumne-Calaveras Unit,0,Miscellaneous,1,38.095931,-120.668679
Riverside Unit,0,Missing/Undefined,0.01,33.925313,-116.689126
Merced-Mariposa Unit,0,Debris Burning,0.01,37.051656,-120.572303
Tehama-Glenn Unit,0,Miscellaneous,0.01,39.434575,-122.504822
Mendocino Unit,0,Miscellaneous,0.01,39.897651,-123.751134
Riverside Unit,0,Miscellaneous,0.01,34.00254,-117.41825
Tuolumne-Calaveras Unit,0,Miscellaneous,0.3,38.09442,-120.945052
Fresno-Kings Unit,,Miscellaneous,1,37.138376,-119.309298
Tehama-Glenn Unit,0,Miscellaneous,0.02,40.028149,-122.126309
Santa Clara Unit,0,Missing/Undefined,0.1,37.047333,-121.578833
San Mateo-Santa Cruz Unit,0,Missing/Undefined,0.01,37.46844,-122.2607
Tuolumne-Calaveras Unit,,Missing/Undefined,1,37.6239099,-120.9109223
Tuolumne-Calaveras Unit,,Equipment Use,0.01,37.64183838,-120.7514167
San Benito-Monterey Unit,,Missing/Undefined,0.01,36.53593166,-121.723083
Nevada-Yuba-Placer Unit,0,Miscellaneous,0.25,39.005712,-121.260759
Shasta-Trinity Unit,0,Missing/Undefined,0.01,40.481637,-122.389375
Shasta-Trinity National Forest,1,Campfire,0.1,41.35638889,-122.1988889
Tahoe National Forest,1,Miscellaneous,0.25,39.31527778,-120.4869444
Shasta-Trinity National Forest,0,Miscellaneous,0.02,41.05083333,-122.3683333
Hoopa Valley Tribe,0,Arson,0.1,41.0478,-123.6731
Hoopa Valley Tribe,0,Arson,0.1,41.0506,-123.6842
Northern California Agency,0,Equipment Use,0.4,41.2894,-123.7303
Northern California Agency,0,Equipment Use,0.1,41.1914,-123.7147
Tehama-Glenn Unit,0,Miscellaneous,0.59,40.342683,-122.282583
San Bernardino Unit,,Missing/Undefined,0.5,34.27519,-117.30814
San Bernardino Unit,,Miscellaneous,0.01,34.506607,-117.45991
Sonoma-Lake Napa Unit,,Missing/Undefined,0.61,38.987772,-122.539705
Tehama-Glenn Unit,0,Miscellaneous,6,40.140617,-122.221583
Merced-Mariposa Unit,0,Debris Burning,2,37.273352,-120.314775
Tehama-Glenn Unit,0,Miscellaneous,10,39.903,-122.200483
Merced-Mariposa Unit,0,Missing/Undefined,0.1,37.389109,-120.732671
Merced-Mariposa Unit,0,Missing/Undefined,0.02,37.320556,-120.873685
Tehama-Glenn Unit,0,Miscellaneous,0.68,40.351233,-122.283233
San Luis Obispo Unit,,Miscellaneous,1,35.66009,-120.514182
Merced-Mariposa Unit,0,Smoking,0.05,37.390266,-120.736646
Riverside Unit,,Missing/Undefined,1,33.569544,-116.591418
Riverside Unit,0,Miscellaneous,0.1,33.670563,-117.3056
Sonoma-Lake Napa Unit,,Missing/Undefined,5.5,38.502825,-122.018337
San Mateo-Santa Cruz Unit,0,Missing/Undefined,0.12,37.01125,-122.075783
Humboldt-Del Norte Unit,0,Missing/Undefined,0.01,41.809229,-124.177309
Monte Vista Unit,,Children,0.1,33.268249,-117.240191
Humboldt-Del Norte Unit,,Miscellaneous,0.1,41.061,-124.138667
San Luis Obispo Unit,0,Miscellaneous,0.1,35.72192,-120.697919
Nevada-Yuba-Placer Unit,0,Missing/Undefined,2,38.941307,-121.219448
Lassen-Modoc Unit,0,Equipment Use,0.16,40.297,-120.528
Lake Tahoe Basin Management Unit,0,Miscellaneous,0.25,38.91416667,-119.9819444
Hoopa Valley Tribe,1,Arson,0.5,41.0869,-123.6947
Northern California Agency,0,Miscellaneous,0.3,41.0856,-123.7047
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.01,38.884283,-121.17406
Sonoma-Lake Napa Unit,,Missing/Undefined,0.25,38.322947,-121.959828
