NWCG_REPORTING_UNIT_NAME,DURATION,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE
Modoc National Forest,2,Lightning,0.1,41.6658333,-120.551667
Modoc National Forest,5,Lightning,0.1,41.6913889,-120.511667
Lake Tahoe Basin Management Unit,0,Campfire,0.1,39.1077778,-123.022778
Modoc National Forest,29,Lightning,0.1,41.6705556,-120.530278
Modoc National Forest,29,Lightning,0.1,41.6619444,-120.541111
Modoc National Forest,29,Lightning,0.1,41.6788889,-120.506389
Modoc National Forest,29,Lightning,0.1,41.6941667,-120.505833
Modoc National Forest,29,Lightning,0.1,41.6825,-120.494722
Lassen National Forest,0,Lightning,0.1,40.6627778,-121.362222
Lassen National Forest,0,Lightning,0.1,40.4180556,-121.153611
Lassen National Forest,0,Lightning,0.5,40.875,-121.491667
Modoc National Forest,29,Lightning,0.3,41.6933333,-120.554444
Modoc National Forest,29,Lightning,0.1,41.6675,-120.554444
Modoc National Forest,29,Lightning,0.1,41.66,-120.535556
Modoc National Forest,29,Lightning,0.1,41.6919444,-120.572222
Tahoe National Forest,0,Lightning,0.2,39.7355556,-120.205833
Tahoe National Forest,1,Lightning,0.8,39.245,-120.263056
Modoc National Forest,3,Lightning,0.25,40.9841667,-121.051111
Humboldt-Toiyabe National Forest,19,Lightning,1142,38.5513889,-119.7125
Eldorado National Forest,0,Lightning,0.5,38.665,-120.461111
Sierra National Forest,114,Lightning,3,37.5327778,-119.109444
San Bernardino National Forest,0,Miscellaneous,0.1,34.1566667,-117.564722
Hoopa Valley Tribe,0,Arson,0.5,41.035,-123.6678
Hoopa Valley Tribe,0,Arson,0.1,41.0653,-123.6906
Hoopa Valley Tribe,0,Arson,0.2,41.0153,-123.6906
Northern California Agency,0,Debris Burning,3.5,41.5053,-123.9875
Northern California Agency,0,Debris Burning,3.5,41.505,-123.9911
Northern California Agency,0,Debris Burning,0.1,41.505,-123.9922
Northern California Agency,0,Debris Burning,0.1,41.5067,-123.9908
Northern California Agency,0,Debris Burning,0.1,41.5067,-123.9894
California Desert District,0,Arson,0.1,33.70156,-117.26967
California Desert District,0,Missing/Undefined,0.1,34.86508,-115.85153
Central California District,0,Missing/Undefined,0.1,35.7725,-118.5642
Northern California District,0,Lightning,0.1,40.9267,-120.3431
Northern California District,0,Lightning,0.1,40.9839,-120.4442
Northern California District,1,Lightning,0.1,40.867283,-120.342017
Northern California District,0,Lightning,0.1,41.3158,-120.4972
Northern California District,1,Lightning,0.1,40.9983,-120.4428
Northern California District,0,Lightning,0.1,40.96,-120.4672
Northern California District,2,Lightning,0.5,40.94816,-120.169787
Northern California District,1,Lightning,0.1,41.1431,-120.4644
Northern California District,1,Lightning,0.1,41.1436,-120.4239
Northern California District,0,Lightning,6,41.4072,-120.5153
Northern California District,1,Lightning,0.1,41.8747,-120.0231
Yosemite National Park,102,Lightning,1711,37.90953,-119.68207
Yosemite National Park,6,Lightning,0.1,37.8032,-119.4748
Santa Clara Unit,0,Missing/Undefined,2.8,37.315667,-121.093778
Siskiyou Unit,,Miscellaneous,0.1,41.629828,-122.756359
Nevada-Yuba-Placer Unit,0,Missing/Undefined,1,39.424192,-120.034751
Lassen-Modoc Unit,2,Miscellaneous,5,41.008333,-121.126333
Shasta-Trinity Unit,0,Miscellaneous,1,41.122033,-121.456983
Tehama-Glenn Unit,,Miscellaneous,0.3,40.258056,-121.601944
Lassen-Modoc Unit,,Miscellaneous,100,40.824722,-121.045556
Lassen-Modoc Unit,2,Lightning,9,40.79457,-120.815614
San Mateo-Santa Cruz Unit,,Miscellaneous,1,37.11281,-121.942608
Lassen-Modoc Unit,2,Lightning,0.1,41.263334,-121.152851
Sonoma-Lake Napa Unit,,Debris Burning,0.45,38.2075,-122.156667
Monte Vista Unit,,Missing/Undefined,8,32.598146,-116.4689964
Tulare Unit,0,Miscellaneous,0.5,36.126171,-118.820795
Riverside Unit,0,Missing/Undefined,1,33.694131,-117.092912
Siskiyou Unit,,Miscellaneous,0.1,41.56855,-122.899133
Lassen-Modoc Unit,2,Lightning,0.3,41.321154,-121.287081
Siskiyou Unit,,Lightning,0.1,41.589667,-122.83265
Lassen-Modoc Unit,2,Miscellaneous,0.01,41.350076,-121.148079
San Bernardino Unit,,Missing/Undefined,0.25,34.157668,-117.658309
Lassen-Modoc Unit,2,Miscellaneous,0.25,40.809202,-120.7972
Lassen-Modoc Unit,2,Miscellaneous,0.01,41.00071,-120.731338
Santa Clara Unit,,Missing/Undefined,0.01,37.896917,-121.85945
Shasta-Trinity Unit,,Miscellaneous,1,40.929833,-121.572
Monte Vista Unit,0,Equipment Use,0.3,32.6153,-116.194
Lassen-Modoc Unit,2,Miscellaneous,1,40.986587,-121.05548
Shasta-Trinity Unit,0,Miscellaneous,0.2,41.125568,-121.446784
Siskiyou Unit,,Lightning,0.1,41.861017,-122.604767
Siskiyou Unit,3,Lightning,1.3,41.62595,-122.743483
San Mateo-Santa Cruz Unit,,Missing/Undefined,0.1,37.69923,-122.421619
Santa Clara Unit,,Equipment Use,0.3,37.781888,-121.799063
Shasta-Trinity Unit,0,Miscellaneous,1,40.49444,-121.87279
Lassen-Modoc Unit,2,Miscellaneous,0.1,41.273543,-120.580424
Fresno-Kings Unit,,Miscellaneous,1,36.74805555,-120.3711111
Fresno-Kings Unit,,Miscellaneous,1,36.67611111,-119.7369444
Fresno-Kings Unit,,Arson,1,36.51805555,-119.7861111
Merced-Mariposa Unit,,Equipment Use,20,37.39694444,-120.4611111
San Mateo-Santa Cruz Unit,,Miscellaneous,1,36.92111111,-121.81
Nevada-Yuba-Placer Unit,,Miscellaneous,0.1,38.85111111,-121.3069444
Cleveland National Forest,0,Equipment Use,0.5,33.5969444,-117.304722
Lassen National Forest,0,Equipment Use,0.1,40.6408333,-120.9075
Lassen National Forest,0,Lightning,0.25,40.6308333,-121.265278
Lassen National Forest,1,Lightning,0.1,40.6119444,-120.853056
Lassen National Forest,1,Lightning,0.25,40.7086111,-120.837778
Inyo National Forest,0,Lightning,0.25,37.6186111,-118.622778
Inyo National Forest,0,Lightning,0.1,37.5386111,-118.719167
Inyo National Forest,0,Lightning,0.1,37.5677778,-118.688611
Inyo National Forest,0,Lightning,0.1,37.7208333,-118.879722
Humboldt-Toiyabe National Forest,3,Lightning,0.25,38.6366667,-119.778889
Klamath National Forest,1,Lightning,0.1,41.9375,-122.738611
Modoc National Forest,0,Lightning,0.1,41.5141667,-121.151389
Modoc National Forest,3,Lightning,30,41.9577778,-121.585
Humboldt-Toiyabe National Forest,0,Lightning,0.1,38.4405556,-119.475
Klamath National Forest,1,Lightning,0.1,41.9391667,-122.759167
Klamath National Forest,3,Lightning,0.1,41.9108333,-122.822222
Klamath National Forest,4,Lightning,21,41.8341667,-122.725278
Modoc National Forest,1,Lightning,0.9,41.2441667,-120.220833
Modoc National Forest,3,Lightning,0.2,41.5019444,-121.000278
Modoc National Forest,1,Lightning,0.25,41.645,-120.992222
Modoc National Forest,7,Lightning,0.1,41.9019444,-120.808611
Plumas National Forest,0,Lightning,0.1,40.1,-120.283333
Plumas National Forest,0,Lightning,0.1,39.8569444,-120.130278
Eldorado National Forest,0,Lightning,0.25,38.7836111,-120.639444
Modoc National Forest,7,Lightning,21,41.735,-121.076389
Sierra National Forest,0,Campfire,0.25,37.3244444,-119.067778
Eldorado National Forest,0,Miscellaneous,0.1,38.8708333,-120.398611
Plumas National Forest,0,Lightning,1,39.875,-120.101667
Klamath National Forest,1,Lightning,10.1,41.6002778,-121.764167
Klamath National Forest,0,Miscellaneous,1.2,41.8116667,-123.356944
Eldorado National Forest,0,Campfire,0.1,38.9666667,-120.346389
Tahoe National Forest,0,Equipment Use,0.1,39.3983333,-121.103333
Sequoia National Forest,36,Miscellaneous,16442,35.7852778,-118.474722
Modoc National Forest,3,Lightning,0.25,41.3502778,-121.15
Hoopa Valley Tribe,0,Arson,0.1,41.0925,-123.6929
California Desert District,0,Equipment Use,0.1,34.66147,-117.26649
Central California District,0,Miscellaneous,0.1,35.7353,-120.3239
Central California District,0,Lightning,0.1,38.0667,-118.8
Central California District,8,Lightning,1205,37.93,-118.98
Central California District,0,Missing/Undefined,16,35.9369,-120.0664
Northern California District,1,Lightning,0.1,40.672078,-120.2833
Northern California District,0,Lightning,0.1,41.0561,-120.4253
Northern California District,0,Lightning,0.1,41.1286,-120.4258
Northern California District,0,Missing/Undefined,0.1,40.083303,-120.156897
Northern California District,1,Lightning,0.3,40.95466,-120.145387
Northern California District,1,Lightning,0.1,41.8583,-122.6078
Northern California District,0,Lightning,0.1,41.1144,-120.6047
Northern California District,0,Lightning,0.1,41.065,-120.6069
Northern California District,15,Lightning,9408,40.9164,-120.3997
Northern California District,0,Lightning,0.1,40.9419,-120.2578
Northern California District,0,Lightning,0.3,41.0289,-120.1047
Northern California District,0,Lightning,0.1,41.5939,-122.8331
Northern California District,0,Lightning,0.1,41.5697,-122.8969
Carson City District Office,1,Lightning,0.1,38.7411,-119.6306
Lava Beds National Monument,49,Lightning,0.3,41.7757,-121.473197
Sequoia & Kings Canyon National Parks,74,Lightning,0.3,36.8133,-118.528297
Tulare Unit,,Missing/Undefined,0.25,36.030629,-118.880099
Nevada-Yuba-Placer Unit,0,Arson,1.8,38.982739,-121.373015
Nevada-Yuba-Placer Unit,0,Miscellaneous,0.15,38.931135,-121.093623
Siskiyou Unit,,Miscellaneous,0.1,41.66665,-122.706733
Siskiyou Unit,,Miscellaneous,0.25,41.785233,-122.611233
Nevada-Yuba-Placer Unit,,Miscellaneous,0.1,39.024969,-121.061697
Siskiyou Unit,,Lightning,0.1,41.571767,-122.215433
Monte Vista Unit,,Miscellaneous,0.2,32.738836,-116.913663
San Bernardino Unit,0,Missing/Undefined,0.5,34.426227,-117.619178
Siskiyou Unit,,Lightning,0.1,41.571767,-122.215433
Riverside Unit,,Equipment Use,0.9,33.75793,-117.271522
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.1,39.105578,-121.089872
Amador-El Dorado Unit,,Miscellaneous,0.01,38.708733,-120.571133
Lassen-Modoc Unit,1,Miscellaneous,0.01,40.987833,-120.736833
Tulare Unit,0,Arson,33,36.032229,-118.857999
Siskiyou Unit,,Miscellaneous,0.1,41.654533,-122.723467
Santa Clara Unit,,Missing/Undefined,0.7,37.496,-121.4912
Siskiyou Unit,1,Miscellaneous,1,41.905543,-122.715293
Santa Clara Unit,,Equipment Use,0.1,37.655402,-121.668704
Lassen-Modoc Unit,1,Miscellaneous,0.1,41.333781,-120.716269
Shasta-Trinity Unit,0,Missing/Undefined,18,40.445841,-122.115559
Lassen-Modoc Unit,,Miscellaneous,0.1,40.773683,-121.10965
Amador-El Dorado Unit,0,Equipment Use,0.01,38.704709,-120.856543
Siskiyou Unit,,Lightning,0.1,41.799417,-121.864167
Siskiyou Unit,0,Miscellaneous,1.38,41.602083,-122.786667
Siskiyou Unit,1,Miscellaneous,0.1,41.729967,-122.764567
Riverside Unit,,Smoking,1,33.923536,-116.687384
Tuolumne-Calaveras Unit,0,Miscellaneous,8,37.86037,-120.232886
Fresno-Kings Unit,,Missing/Undefined,0.1,36.031482,-120.201021
Amador-El Dorado Unit,0,Equipment Use,0.1,38.910345,-120.935036
Lassen-Modoc Unit,1,Lightning,81,41.508867,-120.819167
Fresno-Kings Unit,,Debris Burning,1,36.67305555,-119.7780556
Santa Clara Unit,,Miscellaneous,0.1,37.00611111,-121.5111111
Nevada-Yuba-Placer Unit,,Miscellaneous,13.8,38.96,-121.3769444
Tehama-Glenn Unit,,Miscellaneous,1,39.95694444,-122.1961111
San Bernardino Unit,,Equipment Use,0.1,34.11194444,-117.2461111
San Luis Obispo Unit,,Smoking,1,35.03888888,-120.4869444
Lassen National Forest,0,Lightning,0.1,40.655,-120.846111
Klamath National Forest,0,Lightning,0.35,41.5930556,-123.166389
Modoc National Forest,2,Lightning,0.25,41.1022222,-120.833889
Lassen National Forest,0,Debris Burning,0.1,40.6372222,-121.470556
Humboldt-Toiyabe National Forest,1,Lightning,0.25,38.4872222,-119.537222
Klamath National Forest,1,Lightning,0.1,41.9163889,-122.788056
Klamath National Forest,0,Lightning,0.5,41.7361111,-122.758333
Stanislaus National Forest,0,Children,0.1,37.8063889,-119.92
Modoc National Forest,2,Lightning,0.5,41.0802778,-120.833611
Modoc National Forest,0,Lightning,3.22,41.0886111,-120.830556
Eldorado National Forest,0,Miscellaneous,0.1,38.6555556,-120.134722
Six Rivers National Forest,0,Miscellaneous,0.1,40.8752778,-123.516944
Modoc National Forest,1,Lightning,2,41.0666667,-120.8075
Modoc National Forest,2,Lightning,0.75,41.6855556,-120.55
Klamath National Forest,6,Lightning,20,41.7383333,-123.385
San Bernardino National Forest,0,Campfire,0.1,33.7372222,-116.709722
Klamath National Forest,1,Lightning,0.25,41.7186111,-123.318056
Central California District,0,Miscellaneous,0.1,35.2325,-119.5794
Central California District,0,Missing/Undefined,0.2,35.2519,-119.7697
Northern California District,0,Missing/Undefined,3,40.3478,-120.49
Northern California District,1,Lightning,0.1,40.809461,-120.591303
Lava Beds National Monument,2,Lightning,0.1,41.77503,-121.5641
Kern County Fire Department,10,Missing/Undefined,1658,35.058056,-118.425833
Siskiyou Unit,0,Lightning,1,41.6693,-122.763633
Merced-Mariposa Unit,,Miscellaneous,2.18,37.482008,-120.272427
Siskiyou Unit,0,Lightning,2.4,41.700283,-122.67605
Nevada-Yuba-Placer Unit,,Equipment Use,1,38.926539,-121.250381
San Mateo-Santa Cruz Unit,,Miscellaneous,1,37.213848,-122.3495
Merced-Mariposa Unit,0,Smoking,57,37.072753,-121.016212
Nevada-Yuba-Placer Unit,0,Equipment Use,0.25,38.934289,-121.119418
San Mateo-Santa Cruz Unit,,Miscellaneous,0.01,36.989336,-121.965588
Siskiyou Unit,,Lightning,0.1,42.002783,-122.117867
San Benito-Monterey Unit,,Miscellaneous,2,35.864761,-120.81791
Lassen-Modoc Unit,0,Miscellaneous,0.22,40.97058,-120.674402
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.5,39.045187,-121.080159
Fresno-Kings Unit,0,Missing/Undefined,2.7,36.136949,-120.283098
Riverside Unit,,Missing/Undefined,0.25,33.827227,-117.259273
Shasta-Trinity Unit,0,Missing/Undefined,2.3,40.915,-121.605
Amador-El Dorado Unit,,Miscellaneous,0.01,38.754258,-120.546662
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.1,38.771543,-121.161518
Siskiyou Unit,,Lightning,1,41.684917,-122.716183
Fresno-Kings Unit,,Miscellaneous,0.1,36.53,-119.6561111
Fresno-Kings Unit,,Miscellaneous,1,36.71694444,-119.7638889
Merced-Mariposa Unit,,Miscellaneous,0.1,36.96694444,-119.8311111
Merced-Mariposa Unit,,Miscellaneous,1,36.85111111,-119.9469444
Merced-Mariposa Unit,,Miscellaneous,1,36.96694444,-119.7938889
Merced-Mariposa Unit,,Miscellaneous,1,36.96694444,-119.8311111
Merced-Mariposa Unit,,Equipment Use,0.3,37.36888888,-120.5661111
Merced-Mariposa Unit,,Miscellaneous,1,37.39694444,-120.4611111
San Mateo-Santa Cruz Unit,,Debris Burning,0.1,36.99111111,-121.965
Riverside Unit,,Equipment Use,0.1,33.88194444,-117.3880556
Modoc National Forest,1,Lightning,147,41.6913889,-120.546667
Lake Tahoe Basin Management Unit,0,Equipment Use,0.1,38.8841667,-120.026389
Modoc National Forest,1,Lightning,0.1,41.6827778,-120.528056
Modoc National Forest,26,Lightning,0.1,41.6619444,-120.528333
Tahoe National Forest,0,Equipment Use,0.1,39.5525,-120.175833
Sequoia National Forest,0,Miscellaneous,0.1,35.6713889,-118.369167
Plumas National Forest,1,Lightning,5,39.885,-120.175
Modoc National Forest,26,Lightning,0.75,41.6819444,-120.53
Sequoia National Forest,0,Miscellaneous,0.2,35.6436111,-118.4725
Northern California Agency,0,Children,0.1,41.5206,-123.9928
Northern California Agency,0,Children,0.1,41.5333,-124.0422
Northern California District,1,Lightning,0.1,40.8517,-120.273203
Northern California District,1,Lightning,6.2,40.767878,-120.215937
Carson City District Office,1,Lightning,58.4,39.7169,-120.0139
Santa Monica Mountains National Recreation Area,0,Powerline,0.1,34.1422,-118.9258
Santa Monica Mountains National Recreation Area,0,Equipment Use,0.3,34.039,-118.52536
Tehama-Glenn Unit,0,Equipment Use,2,40.326969,-122.281339
Lassen-Modoc Unit,0,Miscellaneous,0.01,41.653246,-120.437554
Sonoma-Lake Napa Unit,0,Missing/Undefined,2,38.278956,-122.246483
Mendocino Unit,1,Missing/Undefined,50,39.072653,-123.172254
Nevada-Yuba-Placer Unit,0,Equipment Use,0.25,39.021111,-121.059641
Tehama-Glenn Unit,,Missing/Undefined,0.1,40.301259,-122.329729
Shasta-Trinity Unit,0,Equipment Use,1,40.556569,-122.209133
Monte Vista Unit,,Missing/Undefined,0.25,32.576754,-116.627539
Riverside Unit,,Missing/Undefined,0.1,33.555158,-116.683447
Humboldt-Del Norte Unit,,Miscellaneous,0.1,41.8111,-124.100602
Sonoma-Lake Napa Unit,,Smoking,0.01,38.816907,-122.565868
Nevada-Yuba-Placer Unit,0,Powerline,0.25,39.259073,-121.384177
Lassen-Modoc Unit,1,Miscellaneous,0.5,41.502167,-120.68235
Tuolumne-Calaveras Unit,0,Arson,48.3,37.681568,-120.468612
San Benito-Monterey Unit,,Miscellaneous,1,36.129101,-121.020391
Sonoma-Lake Napa Unit,0,Equipment Use,3,38.796564,-123.032454
Shasta-Trinity Unit,0,Missing/Undefined,2.4,40.592749,-122.26033
Amador-El Dorado Unit,0,Missing/Undefined,1,38.75564,-120.981828
Amador-El Dorado Unit,0,Equipment Use,1,38.416686,-120.711719
San Benito-Monterey Unit,,Debris Burning,0.3,36.93611111,-121.3880556
Merced-Mariposa Unit,,Miscellaneous,292,37.08388888,-121.1011111
Merced-Mariposa Unit,,Miscellaneous,0.2,37.17888888,-120.4919444
Merced-Mariposa Unit,,Miscellaneous,0.1,37.09305555,-121.0161111
Merced-Mariposa Unit,,Miscellaneous,29,36.85805555,-120.4288889
Butte Unit,,Miscellaneous,8,39.49111111,-121.5788889
Tehama-Glenn Unit,,Miscellaneous,0.2,39.92888888,-122.1111111
Riverside Unit,,Children,0.5,33.58888888,-117.2519444
Humboldt-Toiyabe National Forest,0,Lightning,0.1,38.7147222,-119.631667
Angeles National Forest,0,Equipment Use,4,34.5238889,-118.186667
Modoc National Forest,1,Lightning,0.25,41.7611111,-120.966111
Modoc National Forest,1,Lightning,0.25,41.7288889,-121.206944
Plumas National Forest,0,Arson,0.1,40.0102778,-121.046111
Angeles National Forest,0,Equipment Use,40,34.745,-118.498333
Angeles National Forest,0,Miscellaneous,692,34.4383333,-118.281667
Northern California Agency,1,Lightning,2.6,41.1867,-123.7092
Round Valley Tribe,0,Miscellaneous,5,39.793941,-123.258683
California Desert District,5,Equipment Use,13918,34.5453,-118.2814
California Desert District,0,Missing/Undefined,5,33.4335,-116.84503
Death Valley National Park,2,Lightning,20,36.8028,-117.4178
Santa Monica Mountains National Recreation Area,0,Equipment Use,0.3,34.039,-118.52536
Sonoma-Lake Napa Unit,,Miscellaneous,0.1,39.04875,-122.580804
Siskiyou Unit,,Miscellaneous,4,41.65375178,-122.36182
San Luis Obispo Unit,,Missing/Undefined,1,35.528889,-120.678056
Tuolumne-Calaveras Unit,,Equipment Use,0.13,38.190816,-120.690934
Nevada-Yuba-Placer Unit,,Smoking,0.01,39.230417,-120.977109
San Benito-Monterey Unit,,Arson,20,36.422667,-120.676167
Siskiyou Unit,,Equipment Use,3.3,41.650667,-122.336283
Sonoma-Lake Napa Unit,0,Equipment Use,5,38.79587,-122.7656
Amador-El Dorado Unit,,Debris Burning,0.01,38.759991,-120.509269
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.1,39.132947,-121.143235
Sonoma-Lake Napa Unit,,Miscellaneous,0.01,38.499003,-123.072356
Monte Vista Unit,0,Missing/Undefined,2,32.888028,-116.932721
Santa Clara Unit,,Equipment Use,11,37.70395,-121.644467
Riverside Unit,0,Missing/Undefined,1,33.752702,-117.455765
San Mateo-Santa Cruz Unit,,Miscellaneous,0.2,37.25514,-122.366799
Merced-Mariposa Unit,,Miscellaneous,0.3,37.39694444,-120.6219444
Riverside Unit,,Miscellaneous,1,33.63694444,-116.1280556
Riverside Unit,,Equipment Use,1,33.82888888,-117.1169444
San Luis Obispo Unit,,Miscellaneous,0.1,35.03888888,-120.4869444
San Luis Obispo Unit,,Miscellaneous,0.5,35.03888888,-120.4869444
Klamath National Forest,1,Campfire,0.24,41.4752778,-123.063333
Angeles National Forest,0,Miscellaneous,3,34.4841667,-118.393333
Lassen National Forest,0,Campfire,1,40.4461111,-121.601111
Sierra National Forest,0,Campfire,0.25,37.0961111,-119.261111
Eldorado National Forest,0,Arson,0.02,38.6238889,-120.195278
San Bernardino National Forest,0,Equipment Use,0.1,34.3230556,-117.331389
Tuolumne-Calaveras Unit,,Missing/Undefined,1.5,38.361834,-120.499717
Sonoma-Lake Napa Unit,0,Debris Burning,3,38.487123,-121.983324
Mendocino Unit,0,Equipment Use,1,39.510768,-123.410246
Lassen-Modoc Unit,,Smoking,0.1,40.317816,-120.483454
San Mateo-Santa Cruz Unit,,Miscellaneous,0.01,37.101819,-121.920229
Fresno-Kings Unit,0,Miscellaneous,6,36.24458,-120.316995
San Benito-Monterey Unit,0,Equipment Use,0.5,35.876584,-120.416542
San Bernardino Unit,,Equipment Use,0.25,34.455737,-117.493431
Mendocino Unit,0,Debris Burning,0.1,39.445388,-123.786132
Fresno-Kings Unit,,Equipment Use,1,36.64111111,-119.7819444
Fresno-Kings Unit,,Miscellaneous,1,36.25388888,-120.2469444
Merced-Mariposa Unit,,Miscellaneous,0.5,37.08388888,-120.2611111
Butte Unit,,Debris Burning,1,39.30611111,-121.6730556
Nevada-Yuba-Placer Unit,,Arson,3,38.83888888,-121.3261111
Plumas National Forest,11,Arson,1040,40.0141667,-121.174444
Angeles National Forest,0,Equipment Use,15,34.1633333,-117.841111
Angeles National Forest,0,Miscellaneous,0.2,34.4716667,-118.179167
Klamath National Forest,10,Miscellaneous,371,41.8758333,-122.717778
Modoc National Forest,0,Lightning,0.25,41.9011111,-120.787222
Lake Tahoe Basin Management Unit,1,Miscellaneous,0.2,39.1763889,-120.136944
Six Rivers National Forest,0,Campfire,0.1,40.9852778,-123.588611
Lake Tahoe Basin Management Unit,0,Miscellaneous,0.1,39.1030556,-120.208889
San Bernardino National Forest,0,Equipment Use,0.25,33.5694444,-116.683333
San Bernardino National Forest,0,Equipment Use,0.2,34.3,-117.016667
Hoopa Valley Tribe,0,Arson,0.5,41.13,-123.6864
Round Valley Tribe,0,Miscellaneous,0.5,39.794793,-123.275558
Round Valley Tribe,0,Miscellaneous,0.5,39.79446,-123.277375
Round Valley Tribe,0,Miscellaneous,10,39.817071,-123.272992
Tule River Agency,0,Arson,0.1,36.04342,-118.82403
Lassen Volcanic National Park,0,Campfire,0.1,40.5583,-121.5167
Delevan National Wildlife Refuge,0,Miscellaneous,0.1,39.27555556,-122.0991667
Sacramento River National Wildlife Refuge,0,Railroad,5,39.54972222,-121.9822222
Riverside Unit,,Equipment Use,1,33.569753,-116.683426
Riverside Unit,,Equipment Use,10,33.991378,-116.972111
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.1,38.743535,-121.151017
Nevada-Yuba-Placer Unit,0,Children,0.72,38.934736,-121.105559
Sonoma-Lake Napa Unit,,Equipment Use,0.25,38.559943,-122.624968
Santa Clara Unit,0,Equipment Use,1,37.135421,-121.700221
Mendocino Unit,0,Missing/Undefined,1,39.459606,-123.211403
Merced-Mariposa Unit,0,Missing/Undefined,2,37.09462,-119.75244
Amador-El Dorado Unit,,Debris Burning,0.01,38.701377,-120.658543
Sonoma-Lake Napa Unit,,Equipment Use,0.25,38.322652,-122.719474
Tuolumne-Calaveras Unit,,Equipment Use,0.25,37.977602,-120.6771
Santa Clara Unit,0,Missing/Undefined,7,38.01925,-122.235809
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.1,38.743535,-121.151017
Nevada-Yuba-Placer Unit,,Debris Burning,0.25,39.049457,-120.989004
Tuolumne-Calaveras Unit,0,Miscellaneous,1,37.90839,-120.613753
Tuolumne-Calaveras Unit,,Equipment Use,1,37.951701,-120.684165
Shasta-Trinity Unit,0,Missing/Undefined,6.18,40.487314,-122.147567
Siskiyou Unit,0,Equipment Use,11,41.557533,-122.565683
Merced-Mariposa Unit,,Equipment Use,1,36.99305555,-120.0738889
Nevada-Yuba-Placer Unit,,Miscellaneous,1,38.795,-121.3938889
Tehama-Glenn Unit,,Miscellaneous,2,39.97194444,-122.2261111
Riverside Unit,,Miscellaneous,1,33.92194444,-116.6680556
Riverside Unit,,Miscellaneous,0.1,33.81694444,-116.3269444
Angeles National Forest,0,Miscellaneous,0.3,34.4577778,-118.346944
Angeles National Forest,0,Miscellaneous,0.5,34.4925,-118.207222
Los Padres National Forest,0,Miscellaneous,5.8,34.8216667,-118.978056
Inyo National Forest,0,Miscellaneous,0.1,37.6011111,-119.081389
Eldorado National Forest,0,Campfire,0.1,38.9369444,-120.321667
Shasta-Trinity National Forest,0,Campfire,0.01,40.4727778,-123.191667
San Bernardino National Forest,0,Campfire,0.1,33.6572222,-116.669444
Hoopa Valley Tribe,0,Arson,0.3,41.0769,-123.6889
Hoopa Valley Tribe,0,Arson,0.2,41.0711,-123.6936
Southern California Agency,0,Miscellaneous,1,33.9311,-116.8261
Central California District,5,Miscellaneous,293,39.166908,-123.0692
Central California District,0,Missing/Undefined,0.2,35.3556,-119.6203
Santa Monica Mountains National Recreation Area,0,Miscellaneous,12,34.1511,-118.6628
Yosemite National Park,0,Miscellaneous,0.1,37.735,-119.5117
Santa Clara Unit,,Missing/Undefined,1,37.796305,-121.779023
Tuolumne-Calaveras Unit,,Missing/Undefined,1,38.21542,-120.536342
Butte Unit,,Equipment Use,12,39.675813,-121.649078
Los Angeles County Fire Department,,Missing/Undefined,1.5,34.816666,-118.333333
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.75,38.879156,-121.10423
Tuolumne-Calaveras Unit,0,Miscellaneous,2.1,38.30917,-120.3303
San Luis Obispo Unit,0,Missing/Undefined,1,35.5372,-120.823806
Butte Unit,,Miscellaneous,0.01,39.851927,-121.604235
Humboldt-Del Norte Unit,0,Equipment Use,2.1,40.555183,-124.136117
Fresno-Kings Unit,,Miscellaneous,1,36.78611111,-119.525
Riverside Unit,,Equipment Use,1,33.65888888,-117.295
Riverside Unit,,Miscellaneous,0.5,33.73888888,-116.2388889
Eldorado National Forest,0,Campfire,0.01,38.8244444,-120.379722
Sierra National Forest,0,Miscellaneous,0.1,37.4138889,-119.385278
Lake Tahoe Basin Management Unit,0,Miscellaneous,0.2,38.9325,-120.104444
San Bernardino National Forest,0,Children,0.1,34.2502778,-117.193611
San Bernardino National Forest,0,Equipment Use,0.1,34.3494444,-117.439444
Hoopa Valley Tribe,0,Arson,5,41.0797,-123.6889
Hoopa Valley Tribe,0,Arson,1,41.0828,-123.6919
Round Valley Tribe,0,Miscellaneous,0.1,39.817071,-123.272992
Tule River Agency,1,Miscellaneous,0.2,36.04475,-118.74039
Northern California District,2,Missing/Undefined,257,41.89978,-120.08328
Sonoma-Lake Napa Unit,0,Arson,20,38.932096,-122.60622
Tuolumne-Calaveras Unit,,Smoking,2,37.980072,-120.3364
Shasta-Trinity Unit,0,Smoking,1.5,40.42325,-122.28495
Nevada-Yuba-Placer Unit,0,Arson,1,39.077614,-121.021353
Tuolumne-Calaveras Unit,,Debris Burning,0.01,38.065712,-120.270376
Tuolumne-Calaveras Unit,,Equipment Use,2,38.154825,-120.845465
Shasta-Trinity Unit,,Missing/Undefined,1,40.49274,-122.51621
